Participant_ID,Name,Email,College,State,Domain,Day,Participation_Status,Score,Feedback,Image_File,Date
158,Jane Anderson,katie_harris@yahoo.com,MIT,Texas,IoT,Day 2,Completed,59,difficult difficult intense educational great difficult intense intense exciting exciting,participant_158.jpg,2025-09-05
159,Alex Harris,sarah_thomas@outlook.com,MIT,California,AI & ML,Day 1,Ongoing,55,innovative rewarding innovative average fun fun innovative innovative great challenging,participant_159.jpg,2025-09-06
160,Sarah Harris,jane_taylor@yahoo.com,MIT,California,FinTech,Day 2,Completed,66,innovative average intense rewarding rewarding great challenging fun difficult exciting,participant_160.jpg,2025-09-07
161,David Johnson,john_harris@outlook.com,CMU,Texas,FinTech,Day 2,Dropped,71,exciting innovative exciting educational rewarding intense challenging intense fun rewarding,participant_161.jpg,2025-09-08
162,Michael Jackson,emily_johnson@gmail.com,CMU,Illinois,AI & ML,Day 1,Completed,57,average innovative great fun innovative innovative challenging innovative fun difficult,participant_162.jpg,2025-09-09
163,John Jackson,laura_smith@outlook.com,CMU,California,FinTech,Day 3,Dropped,78,challenging rewarding rewarding difficult intense challenging innovative educational average great,participant_163.jpg,2025-09-10
164,Laura Jackson,katie_taylor@outlook.com,Harvard,Illinois,IoT,Day 3,Dropped,74,average intense innovative intense innovative intense intense innovative educational fun,participant_164.jpg,2025-09-11
165,Michael Brown,jane_johnson@yahoo.com,CMU,Florida,AI & ML,Day 1,Dropped,80,difficult difficult educational difficult exciting innovative innovative educational great rewarding,participant_165.jpg,2025-09-12
166,Laura Jackson,jane_white@outlook.com,Stanford,California,FinTech,Day 3,Dropped,88,innovative challenging educational educational difficult average fun challenging educational great,participant_166.jpg,2025-09-13
167,Michael Thomas,chris_martin@yahoo.com,CMU,New York,AI & ML,Day 2,Completed,57,rewarding intense fun innovative great exciting rewarding innovative great innovative,participant_167.jpg,2025-09-14
168,David Anderson,john_anderson@yahoo.com,Berkeley,California,FinTech,Day 2,Completed,52,exciting intense exciting difficult great educational average great rewarding fun,participant_168.jpg,2025-09-15
169,Laura Smith,sarah_martin@outlook.com,Harvard,Florida,Blockchain,Day 3,Completed,52,fun fun exciting great intense rewarding fun exciting intense fun,participant_169.jpg,2025-09-16
170,Jane Taylor,alex_johnson@outlook.com,Harvard,Texas,Blockchain,Day 3,Completed,82,exciting innovative great fun educational intense intense innovative intense intense,participant_170.jpg,2025-09-17
171,Michael Anderson,john_white@yahoo.com,CMU,Florida,IoT,Day 2,Dropped,71,rewarding innovative difficult average great innovative intense intense exciting intense,participant_171.jpg,2025-09-18
172,Jane Smith,laura_martin@yahoo.com,Stanford,Florida,AI & ML,Day 3,Dropped,60,innovative innovative exciting educational difficult great rewarding difficult great intense,participant_172.jpg,2025-09-19
173,Sarah White,laura_thomas@outlook.com,MIT,Texas,IoT,Day 2,Ongoing,54,fun difficult innovative difficult great difficult innovative average challenging innovative,participant_173.jpg,2025-09-20
174,Katie Taylor,alex_harris@outlook.com,MIT,California,AI & ML,Day 2,Ongoing,82,intense educational average great innovative great difficult great innovative intense,participant_174.jpg,2025-09-21
175,Sarah Johnson,john_white@yahoo.com,Harvard,Texas,AI & ML,Day 3,Ongoing,65,intense educational educational fun fun fun innovative educational great rewarding,participant_175.jpg,2025-09-22
176,John Taylor,michael_anderson@outlook.com,Berkeley,Illinois,AI & ML,Day 2,Ongoing,91,average rewarding challenging great innovative difficult exciting difficult exciting innovative,participant_176.jpg,2025-09-23
177,Michael Thomas,chris_taylor@yahoo.com,Harvard,Illinois,Cybersecurity,Day 2,Dropped,67,difficult fun innovative great challenging exciting exciting innovative exciting educational,participant_177.jpg,2025-09-24
178,David Martin,alex_anderson@yahoo.com,CMU,Florida,Blockchain,Day 3,Dropped,66,average great challenging rewarding innovative rewarding rewarding intense fun innovative,participant_178.jpg,2025-09-25
179,Sarah Anderson,david_anderson@outlook.com,Stanford,Illinois,AI & ML,Day 1,Ongoing,83,difficult rewarding challenging difficult great rewarding difficult fun exciting fun,participant_179.jpg,2025-09-26
180,Katie Johnson,katie_thomas@outlook.com,MIT,New York,AI & ML,Day 3,Dropped,78,fun intense educational educational intense challenging innovative exciting challenging great,participant_180.jpg,2025-09-27
181,Chris Johnson,jane_thomas@gmail.com,MIT,Florida,Blockchain,Day 2,Dropped,89,fun difficult challenging fun intense innovative fun difficult innovative average,participant_181.jpg,2025-09-28
182,Michael Johnson,jane_taylor@yahoo.com,Berkeley,California,AI & ML,Day 1,Ongoing,76,exciting exciting innovative exciting educational intense average difficult great average,participant_182.jpg,2025-09-29
183,Chris Brown,laura_smith@gmail.com,Berkeley,Texas,Cybersecurity,Day 2,Dropped,52,rewarding rewarding exciting rewarding difficult educational exciting educational difficult great,participant_183.jpg,2025-09-30
184,Alex Johnson,jane_smith@yahoo.com,CMU,Florida,Cybersecurity,Day 2,Ongoing,96,rewarding innovative great innovative challenging difficult rewarding intense great rewarding,participant_184.jpg,2025-10-01
185,Emily Harris,chris_harris@outlook.com,Stanford,California,IoT,Day 3,Completed,53,difficult exciting difficult average fun educational difficult rewarding great challenging,participant_185.jpg,2025-10-02
186,Alex Martin,john_johnson@yahoo.com,Harvard,Texas,IoT,Day 1,Dropped,53,intense difficult great rewarding intense educational challenging educational great rewarding,participant_186.jpg,2025-10-03
187,David Johnson,sarah_taylor@yahoo.com,MIT,Illinois,Cybersecurity,Day 2,Completed,88,rewarding challenging difficult intense fun fun great exciting challenging rewarding,participant_187.jpg,2025-10-04
188,Emily Anderson,sarah_harris@yahoo.com,Harvard,Florida,IoT,Day 1,Completed,65,rewarding average difficult challenging rewarding difficult rewarding difficult educational difficult,participant_188.jpg,2025-10-05
189,Laura Smith,chris_johnson@gmail.com,Berkeley,California,AI & ML,Day 1,Dropped,74,educational exciting exciting average rewarding great average rewarding difficult intense,participant_189.jpg,2025-10-06
190,Emily Johnson,laura_jackson@outlook.com,Stanford,Texas,Blockchain,Day 2,Completed,90,fun educational exciting average difficult average rewarding fun great fun,participant_190.jpg,2025-10-07
191,John Taylor,laura_brown@gmail.com,MIT,Florida,FinTech,Day 1,Dropped,60,intense challenging challenging innovative educational fun challenging innovative educational exciting,participant_191.jpg,2025-10-08
192,Laura Taylor,sarah_white@yahoo.com,CMU,Florida,Cybersecurity,Day 1,Ongoing,75,rewarding educational educational average fun rewarding challenging great great great,participant_192.jpg,2025-10-09
193,Michael Martin,john_smith@outlook.com,Harvard,New York,Cybersecurity,Day 1,Ongoing,91,innovative innovative innovative fun rewarding intense innovative fun rewarding intense,participant_193.jpg,2025-10-10
194,David Anderson,david_smith@outlook.com,CMU,Illinois,FinTech,Day 2,Completed,68,challenging educational educational intense intense great rewarding fun challenging great,participant_194.jpg,2025-10-11
195,Jane Thomas,john_thomas@yahoo.com,CMU,Florida,AI & ML,Day 2,Ongoing,69,average rewarding great fun educational rewarding average difficult challenging intense,participant_195.jpg,2025-10-12
196,John Johnson,laura_martin@outlook.com,Stanford,Illinois,FinTech,Day 1,Dropped,96,great exciting challenging educational great difficult great intense educational exciting,participant_196.jpg,2025-10-13
197,Jane Taylor,katie_brown@outlook.com,Berkeley,Texas,FinTech,Day 3,Completed,92,intense intense great intense average educational challenging difficult exciting difficult,participant_197.jpg,2025-10-14
198,Laura Johnson,katie_taylor@outlook.com,CMU,New York,FinTech,Day 1,Completed,79,educational challenging average difficult great difficult difficult educational innovative exciting,participant_198.jpg,2025-10-15
199,Alex White,john_martin@yahoo.com,Stanford,New York,Blockchain,Day 2,Completed,71,great intense rewarding rewarding fun exciting innovative fun exciting challenging,participant_199.jpg,2025-10-16
200,Chris White,emily_brown@gmail.com,Berkeley,Illinois,Cybersecurity,Day 3,Completed,97,rewarding rewarding fun rewarding innovative rewarding educational great educational rewarding,participant_200.jpg,2025-10-17
201,Michael Harris,chris_jackson@outlook.com,CMU,Florida,AI & ML,Day 2,Completed,88,challenging difficult innovative difficult fun rewarding intense educational innovative fun,participant_201.jpg,2025-10-18
202,Sarah Jackson,alex_jackson@yahoo.com,Stanford,Illinois,AI & ML,Day 1,Ongoing,75,intense difficult educational exciting rewarding great great difficult intense rewarding,participant_202.jpg,2025-10-19
203,Jane Harris,sarah_harris@gmail.com,MIT,Florida,IoT,Day 1,Completed,57,educational educational challenging rewarding exciting innovative educational intense fun great,participant_203.jpg,2025-10-20
204,Alex Anderson,jane_martin@gmail.com,MIT,New York,Blockchain,Day 3,Dropped,99,intense rewarding rewarding difficult innovative exciting average fun rewarding challenging,participant_204.jpg,2025-10-21
205,Alex Thomas,alex_smith@gmail.com,CMU,New York,Blockchain,Day 3,Completed,89,innovative innovative average intense rewarding great intense exciting fun rewarding,participant_205.jpg,2025-10-22
206,Jane Smith,david_taylor@gmail.com,CMU,New York,Cybersecurity,Day 3,Dropped,84,innovative fun fun innovative intense fun exciting intense difficult innovative,participant_206.jpg,2025-10-23
207,Katie Smith,jane_johnson@outlook.com,CMU,Texas,FinTech,Day 1,Completed,62,fun great innovative difficult intense exciting fun difficult average educational,participant_207.jpg,2025-10-24
208,Alex Johnson,laura_anderson@outlook.com,Stanford,Texas,AI & ML,Day 3,Ongoing,51,challenging educational intense fun fun challenging great average innovative difficult,participant_208.jpg,2025-10-25
209,Katie Anderson,laura_johnson@outlook.com,CMU,California,IoT,Day 1,Completed,67,difficult exciting difficult average average rewarding difficult challenging great great,participant_209.jpg,2025-10-26
210,Alex Brown,sarah_martin@outlook.com,MIT,Illinois,FinTech,Day 1,Ongoing,53,great difficult intense difficult average difficult challenging exciting difficult exciting,participant_210.jpg,2025-10-27
211,Sarah Thomas,michael_smith@gmail.com,Stanford,Texas,Cybersecurity,Day 3,Dropped,61,exciting exciting intense challenging challenging educational fun rewarding educational great,participant_211.jpg,2025-10-28
212,Chris Jackson,sarah_brown@outlook.com,Stanford,New York,Blockchain,Day 3,Ongoing,63,average innovative fun intense intense intense rewarding challenging innovative educational,participant_212.jpg,2025-10-29
213,John Harris,david_johnson@outlook.com,Berkeley,New York,Cybersecurity,Day 3,Ongoing,63,rewarding exciting great educational innovative fun intense great educational intense,participant_213.jpg,2025-10-30
214,David Anderson,michael_anderson@outlook.com,MIT,Florida,AI & ML,Day 3,Dropped,53,innovative difficult rewarding exciting educational challenging difficult exciting challenging exciting,participant_214.jpg,2025-10-31
215,Laura Thomas,david_harris@yahoo.com,Berkeley,Texas,FinTech,Day 3,Dropped,66,difficult challenging intense innovative great fun fun educational difficult difficult,participant_215.jpg,2025-11-01
216,Alex Brown,chris_martin@yahoo.com,MIT,Illinois,Cybersecurity,Day 1,Dropped,51,intense rewarding average educational great intense rewarding fun average great,participant_216.jpg,2025-11-02
217,Emily Johnson,alex_anderson@yahoo.com,Stanford,Illinois,Cybersecurity,Day 2,Dropped,97,challenging rewarding intense exciting rewarding great average great rewarding educational,participant_217.jpg,2025-11-03
218,Emily Brown,jane_taylor@yahoo.com,CMU,Texas,IoT,Day 3,Dropped,67,educational fun rewarding exciting difficult intense average challenging fun difficult,participant_218.jpg,2025-11-04
219,David Anderson,emily_jackson@gmail.com,Harvard,California,FinTech,Day 1,Completed,68,rewarding difficult exciting innovative challenging exciting great intense great innovative,participant_219.jpg,2025-11-05
220,David Taylor,sarah_jackson@yahoo.com,MIT,New York,FinTech,Day 1,Ongoing,51,average difficult fun rewarding rewarding difficult average average challenging fun,participant_220.jpg,2025-11-06
221,Laura Anderson,laura_white@yahoo.com,Berkeley,New York,Blockchain,Day 3,Ongoing,60,educational rewarding great exciting difficult intense exciting rewarding rewarding great,participant_221.jpg,2025-11-07
222,Laura Smith,jane_harris@outlook.com,Stanford,Florida,FinTech,Day 1,Dropped,50,average rewarding difficult intense innovative intense exciting fun fun difficult,participant_222.jpg,2025-11-08
223,Chris Brown,emily_brown@yahoo.com,CMU,Texas,AI & ML,Day 2,Ongoing,68,great challenging difficult difficult rewarding challenging average great challenging intense,participant_223.jpg,2025-11-09
224,David Anderson,katie_martin@gmail.com,Harvard,Texas,Cybersecurity,Day 1,Completed,74,educational intense exciting challenging exciting rewarding challenging average fun average,participant_224.jpg,2025-11-10
225,Katie Taylor,chris_anderson@outlook.com,Stanford,California,IoT,Day 2,Ongoing,99,educational challenging educational educational great exciting intense rewarding exciting difficult,participant_225.jpg,2025-11-11
226,David Harris,laura_martin@gmail.com,Stanford,Florida,AI & ML,Day 1,Dropped,100,fun great rewarding educational fun challenging rewarding educational intense educational,participant_226.jpg,2025-11-12
227,Michael Thomas,emily_harris@gmail.com,Harvard,Florida,Blockchain,Day 3,Dropped,90,average challenging fun exciting challenging average challenging rewarding innovative intense,participant_227.jpg,2025-11-13
228,Sarah Johnson,laura_smith@yahoo.com,MIT,New York,Blockchain,Day 1,Dropped,81,innovative rewarding fun challenging challenging innovative difficult educational fun fun,participant_228.jpg,2025-11-14
229,David Anderson,katie_johnson@gmail.com,CMU,Illinois,Cybersecurity,Day 2,Completed,85,great challenging challenging difficult challenging challenging intense difficult intense educational,participant_229.jpg,2025-11-15
230,Alex Taylor,jane_jackson@outlook.com,CMU,Florida,IoT,Day 1,Completed,65,challenging intense average average educational innovative fun rewarding challenging educational,participant_230.jpg,2025-11-16
231,Katie Taylor,jane_white@outlook.com,Harvard,Florida,Cybersecurity,Day 1,Completed,54,educational innovative challenging average great exciting average intense great exciting,participant_231.jpg,2025-11-17
232,Emily Smith,chris_thomas@yahoo.com,CMU,Texas,Blockchain,Day 3,Completed,68,innovative difficult average innovative intense educational exciting fun intense great,participant_232.jpg,2025-11-18
233,John Anderson,david_jackson@outlook.com,MIT,Florida,FinTech,Day 1,Completed,97,rewarding challenging average innovative challenging innovative exciting innovative innovative intense,participant_233.jpg,2025-11-19
234,Katie Jackson,alex_brown@outlook.com,MIT,Illinois,Blockchain,Day 1,Completed,80,educational average innovative average intense intense exciting intense rewarding educational,participant_234.jpg,2025-11-20
235,Alex Johnson,john_taylor@gmail.com,MIT,California,FinTech,Day 2,Completed,79,rewarding challenging exciting innovative great educational fun challenging great educational,participant_235.jpg,2025-11-21
236,David Anderson,david_harris@outlook.com,Harvard,Florida,AI & ML,Day 3,Dropped,86,intense exciting difficult intense exciting great average educational exciting rewarding,participant_236.jpg,2025-11-22
237,Jane White,chris_brown@outlook.com,Stanford,Illinois,IoT,Day 3,Ongoing,81,average great fun difficult educational fun rewarding intense rewarding rewarding,participant_237.jpg,2025-11-23
238,Laura Brown,jane_anderson@outlook.com,Harvard,Texas,FinTech,Day 1,Completed,70,average challenging innovative innovative difficult average fun exciting difficult exciting,participant_238.jpg,2025-11-24
239,Michael Brown,david_jackson@gmail.com,CMU,Texas,Blockchain,Day 3,Completed,67,difficult intense difficult fun difficult difficult difficult challenging difficult difficult,participant_239.jpg,2025-11-25
240,John Smith,alex_jackson@gmail.com,Berkeley,New York,FinTech,Day 1,Dropped,81,difficult challenging great great intense intense educational innovative educational difficult,participant_240.jpg,2025-11-26
241,Chris Taylor,laura_brown@yahoo.com,MIT,Texas,FinTech,Day 1,Completed,94,great innovative rewarding average rewarding fun challenging average intense challenging,participant_241.jpg,2025-11-27
242,Chris Johnson,john_johnson@yahoo.com,CMU,Texas,IoT,Day 1,Completed,76,difficult difficult great great difficult exciting innovative difficult great great,participant_242.jpg,2025-11-28
243,Sarah Johnson,sarah_smith@outlook.com,Berkeley,Texas,FinTech,Day 2,Completed,90,exciting average rewarding difficult fun fun challenging intense difficult exciting,participant_243.jpg,2025-11-29
244,David Thomas,laura_taylor@yahoo.com,Berkeley,California,Cybersecurity,Day 3,Ongoing,50,average exciting exciting challenging fun average exciting innovative great innovative,participant_244.jpg,2025-11-30
245,Katie Anderson,katie_white@outlook.com,Harvard,California,Cybersecurity,Day 2,Completed,93,difficult exciting difficult educational challenging fun average average great fun,participant_245.jpg,2025-12-01
246,Sarah Thomas,david_brown@yahoo.com,Harvard,Illinois,Blockchain,Day 1,Dropped,78,challenging fun average average intense intense great educational great intense,participant_246.jpg,2025-12-02
247,Michael Thomas,sarah_taylor@yahoo.com,MIT,Florida,Blockchain,Day 1,Completed,75,innovative fun challenging educational intense innovative average difficult difficult educational,participant_247.jpg,2025-12-03
248,Laura Thomas,michael_taylor@yahoo.com,Berkeley,Illinois,Blockchain,Day 2,Completed,84,fun rewarding innovative great innovative exciting difficult exciting exciting great,participant_248.jpg,2025-12-04
249,Alex Johnson,laura_taylor@gmail.com,Berkeley,New York,AI & ML,Day 2,Dropped,62,challenging exciting intense fun challenging great fun exciting difficult average,participant_249.jpg,2025-12-05
250,John Harris,alex_anderson@outlook.com,Harvard,Florida,FinTech,Day 2,Dropped,81,exciting fun difficult difficult educational intense average fun difficult average,participant_250.jpg,2025-12-06
251,Jane Anderson,chris_anderson@gmail.com,Harvard,New York,IoT,Day 1,Completed,55,great intense difficult educational difficult exciting educational difficult innovative rewarding,participant_251.jpg,2025-12-07
252,Sarah Taylor,katie_white@gmail.com,MIT,New York,AI & ML,Day 2,Ongoing,100,educational exciting challenging difficult intense fun difficult great exciting difficult,participant_252.jpg,2025-12-08
253,Michael Harris,john_harris@gmail.com,Harvard,California,IoT,Day 1,Dropped,62,innovative innovative great difficult educational difficult rewarding average rewarding challenging,participant_253.jpg,2025-12-09
254,Michael Taylor,david_smith@outlook.com,Berkeley,California,FinTech,Day 3,Ongoing,64,fun great intense difficult fun innovative educational innovative great great,participant_254.jpg,2025-12-10
255,Michael Thomas,john_johnson@yahoo.com,Harvard,Texas,AI & ML,Day 2,Ongoing,54,fun difficult educational innovative educational average exciting difficult average challenging,participant_255.jpg,2025-12-11
256,Alex White,alex_brown@gmail.com,Berkeley,New York,FinTech,Day 2,Dropped,85,fun innovative innovative difficult intense average innovative average fun average,participant_256.jpg,2025-12-12
257,Michael Johnson,laura_jackson@gmail.com,MIT,California,IoT,Day 3,Ongoing,81,exciting fun challenging innovative rewarding difficult innovative average innovative educational,participant_257.jpg,2025-12-13
258,Jane Smith,laura_harris@gmail.com,CMU,Florida,Cybersecurity,Day 1,Ongoing,92,great intense fun great difficult educational great fun challenging innovative,participant_258.jpg,2025-12-14
259,Katie Taylor,jane_jackson@gmail.com,Stanford,New York,IoT,Day 3,Ongoing,79,challenging rewarding educational average challenging rewarding challenging average great intense,participant_259.jpg,2025-12-15
260,John Taylor,katie_martin@gmail.com,CMU,Texas,IoT,Day 3,Ongoing,51,innovative innovative challenging innovative average exciting exciting rewarding exciting innovative,participant_260.jpg,2025-12-16
261,Alex Thomas,chris_taylor@gmail.com,CMU,California,IoT,Day 1,Dropped,84,intense difficult average exciting exciting exciting rewarding great exciting innovative,participant_261.jpg,2025-12-17
262,Katie Harris,david_johnson@outlook.com,Harvard,Florida,Cybersecurity,Day 1,Ongoing,92,average rewarding fun difficult innovative intense exciting rewarding innovative educational,participant_262.jpg,2025-12-18
263,Michael Thomas,katie_white@yahoo.com,MIT,California,IoT,Day 3,Completed,70,exciting average educational innovative intense great intense exciting rewarding challenging,participant_263.jpg,2025-12-19
264,Sarah Johnson,john_anderson@gmail.com,Stanford,Florida,IoT,Day 1,Ongoing,66,innovative exciting fun intense difficult innovative fun innovative rewarding average,participant_264.jpg,2025-12-20
265,Emily Smith,alex_thomas@yahoo.com,CMU,California,Cybersecurity,Day 2,Ongoing,86,great intense fun great exciting average fun fun innovative difficult,participant_265.jpg,2025-12-21
266,Laura Brown,david_harris@outlook.com,Stanford,New York,AI & ML,Day 1,Dropped,97,rewarding intense rewarding average challenging average difficult educational educational exciting,participant_266.jpg,2025-12-22
267,Alex Jackson,chris_harris@gmail.com,Harvard,Florida,Blockchain,Day 2,Dropped,66,innovative exciting great innovative innovative fun great exciting difficult educational,participant_267.jpg,2025-12-23
268,Emily White,chris_brown@gmail.com,MIT,Florida,Cybersecurity,Day 1,Ongoing,75,fun average challenging rewarding average challenging average educational fun fun,participant_268.jpg,2025-12-24
269,John Thomas,chris_johnson@outlook.com,Harvard,Illinois,Cybersecurity,Day 2,Completed,100,educational educational exciting rewarding challenging exciting educational innovative intense difficult,participant_269.jpg,2025-12-25
270,Laura Taylor,alex_taylor@gmail.com,CMU,Florida,Blockchain,Day 1,Completed,85,fun average exciting difficult educational innovative innovative intense exciting great,participant_270.jpg,2025-12-26
271,Laura Johnson,sarah_thomas@gmail.com,MIT,New York,IoT,Day 2,Ongoing,98,innovative great average difficult great fun great rewarding challenging great,participant_271.jpg,2025-12-27
272,Alex Jackson,michael_anderson@outlook.com,Berkeley,Illinois,IoT,Day 1,Dropped,85,educational educational intense fun challenging rewarding intense difficult rewarding innovative,participant_272.jpg,2025-12-28
273,Chris Martin,john_harris@yahoo.com,Stanford,Texas,FinTech,Day 3,Ongoing,57,challenging educational rewarding exciting challenging rewarding innovative educational educational exciting,participant_273.jpg,2025-12-29
274,Emily Johnson,jane_smith@gmail.com,Harvard,Florida,AI & ML,Day 2,Completed,64,average fun challenging average average great fun challenging fun fun,participant_274.jpg,2025-12-30
275,Alex Johnson,sarah_martin@yahoo.com,MIT,Illinois,FinTech,Day 2,Ongoing,77,exciting average exciting rewarding fun rewarding challenging fun rewarding great,participant_275.jpg,2025-12-31
276,Chris Brown,chris_johnson@yahoo.com,Harvard,New York,FinTech,Day 2,Completed,86,exciting fun rewarding challenging rewarding innovative fun educational educational challenging,participant_276.jpg,2026-01-01
277,Chris Brown,katie_johnson@outlook.com,MIT,Florida,Blockchain,Day 3,Ongoing,89,difficult intense fun fun fun educational rewarding average rewarding challenging,participant_277.jpg,2026-01-02
278,Sarah Taylor,emily_smith@gmail.com,CMU,Illinois,IoT,Day 2,Completed,50,educational fun fun innovative challenging great intense exciting innovative average,participant_278.jpg,2026-01-03
279,David Brown,emily_brown@outlook.com,Harvard,California,Blockchain,Day 3,Dropped,73,intense great educational challenging average exciting great challenging rewarding exciting,participant_279.jpg,2026-01-04
280,Alex Martin,michael_johnson@gmail.com,CMU,Illinois,FinTech,Day 1,Completed,100,fun educational exciting great difficult challenging innovative fun fun intense,participant_280.jpg,2026-01-05
281,Laura Johnson,sarah_martin@gmail.com,MIT,Florida,Cybersecurity,Day 2,Dropped,92,educational educational average rewarding educational fun intense exciting intense difficult,participant_281.jpg,2026-01-06
282,Emily White,katie_thomas@gmail.com,Harvard,New York,Cybersecurity,Day 1,Completed,86,challenging great fun great fun educational average innovative innovative challenging,participant_282.jpg,2026-01-07
283,Chris Anderson,jane_anderson@outlook.com,CMU,California,Blockchain,Day 3,Completed,63,innovative challenging educational difficult average great average exciting educational challenging,participant_283.jpg,2026-01-08
284,Emily Thomas,emily_anderson@outlook.com,Berkeley,Illinois,Blockchain,Day 3,Ongoing,98,difficult fun educational rewarding challenging great innovative fun average educational,participant_284.jpg,2026-01-09
285,Alex White,michael_smith@gmail.com,Harvard,Texas,Blockchain,Day 1,Completed,53,rewarding intense rewarding intense challenging exciting educational great fun exciting,participant_285.jpg,2026-01-10
286,Laura Taylor,chris_smith@gmail.com,MIT,Florida,Cybersecurity,Day 1,Dropped,71,exciting fun intense average difficult challenging average average challenging challenging,participant_286.jpg,2026-01-11
287,David Harris,sarah_smith@gmail.com,Berkeley,Texas,AI & ML,Day 3,Completed,60,intense rewarding rewarding great fun intense intense educational rewarding average,participant_287.jpg,2026-01-12
288,John Martin,chris_brown@gmail.com,Harvard,Illinois,IoT,Day 3,Ongoing,81,challenging intense challenging innovative difficult average great innovative rewarding rewarding,participant_288.jpg,2026-01-13
289,Michael Taylor,emily_jackson@outlook.com,Berkeley,New York,IoT,Day 1,Dropped,89,educational innovative innovative rewarding fun average exciting rewarding difficult difficult,participant_289.jpg,2026-01-14
290,Emily Martin,chris_jackson@outlook.com,MIT,Florida,AI & ML,Day 2,Dropped,77,intense exciting exciting educational innovative rewarding innovative intense intense intense,participant_290.jpg,2026-01-15
291,Katie White,katie_smith@yahoo.com,Harvard,Illinois,IoT,Day 2,Completed,86,fun great fun average rewarding rewarding exciting average average challenging,participant_291.jpg,2026-01-16
292,Chris Harris,sarah_martin@outlook.com,Stanford,Florida,AI & ML,Day 3,Dropped,56,fun challenging great innovative average difficult great average fun challenging,participant_292.jpg,2026-01-17
293,Laura Martin,sarah_smith@gmail.com,CMU,Florida,FinTech,Day 2,Completed,89,challenging difficult rewarding fun challenging fun intense innovative difficult intense,participant_293.jpg,2026-01-18
294,Alex Anderson,david_thomas@outlook.com,CMU,California,Cybersecurity,Day 1,Completed,80,educational challenging great innovative difficult fun exciting rewarding rewarding difficult,participant_294.jpg,2026-01-19
295,Laura Jackson,katie_jackson@outlook.com,Harvard,Illinois,AI & ML,Day 1,Completed,84,average great challenging difficult intense fun great average rewarding rewarding,participant_295.jpg,2026-01-20
296,Alex Smith,laura_smith@gmail.com,Harvard,California,Blockchain,Day 3,Ongoing,75,fun average difficult challenging intense great intense innovative intense fun,participant_296.jpg,2026-01-21
297,Laura Martin,katie_anderson@gmail.com,Harvard,California,FinTech,Day 3,Completed,60,challenging innovative difficult great intense educational intense fun rewarding average,participant_297.jpg,2026-01-22
298,Jane Johnson,david_harris@gmail.com,CMU,Texas,IoT,Day 2,Completed,98,fun challenging great fun challenging great innovative exciting fun average,participant_298.jpg,2026-01-23
299,Chris Harris,emily_taylor@yahoo.com,Berkeley,Illinois,Blockchain,Day 2,Completed,86,innovative innovative fun educational educational educational average rewarding intense average,participant_299.jpg,2026-01-24
300,Alex Anderson,sarah_smith@yahoo.com,CMU,California,Blockchain,Day 3,Ongoing,98,intense difficult intense rewarding innovative educational fun challenging exciting fun,participant_300.jpg,2026-01-25
301,David Anderson,jane_anderson@gmail.com,Stanford,Florida,FinTech,Day 3,Ongoing,83,educational difficult rewarding great exciting challenging innovative exciting great challenging,participant_301.jpg,2026-01-26
302,Sarah Anderson,chris_johnson@outlook.com,Harvard,New York,FinTech,Day 2,Dropped,75,intense innovative fun intense average great challenging average challenging difficult,participant_302.jpg,2026-01-27
303,Sarah Taylor,chris_johnson@outlook.com,MIT,Illinois,IoT,Day 2,Dropped,91,intense exciting exciting innovative average difficult fun exciting challenging innovative,participant_303.jpg,2026-01-28
304,David Jackson,jane_white@outlook.com,Harvard,California,Cybersecurity,Day 2,Ongoing,74,average innovative challenging rewarding great fun intense educational great difficult,participant_304.jpg,2026-01-29
305,David Smith,michael_johnson@yahoo.com,Harvard,California,Blockchain,Day 3,Dropped,52,average intense challenging innovative exciting great great difficult educational difficult,participant_305.jpg,2026-01-30
306,Alex Taylor,jane_brown@gmail.com,Berkeley,Texas,IoT,Day 3,Completed,90,average innovative difficult rewarding challenging fun average innovative innovative exciting,participant_306.jpg,2026-01-31
307,Sarah Johnson,sarah_smith@yahoo.com,CMU,California,Cybersecurity,Day 2,Completed,67,fun great challenging fun educational educational rewarding challenging difficult educational,participant_307.jpg,2026-02-01
308,Emily White,chris_taylor@outlook.com,Harvard,Illinois,FinTech,Day 1,Dropped,87,fun innovative innovative challenging challenging fun challenging educational average intense,participant_308.jpg,2026-02-02
309,Sarah Harris,michael_harris@yahoo.com,Harvard,New York,IoT,Day 3,Ongoing,83,exciting great challenging fun rewarding educational fun great difficult innovative,participant_309.jpg,2026-02-03
310,Jane Johnson,laura_jackson@yahoo.com,Stanford,Texas,Blockchain,Day 2,Dropped,89,fun fun great fun fun innovative average intense exciting fun,participant_310.jpg,2026-02-04
311,Laura White,chris_thomas@gmail.com,Berkeley,Florida,Cybersecurity,Day 3,Completed,98,fun average exciting challenging exciting intense educational difficult difficult challenging,participant_311.jpg,2026-02-05
312,Jane Taylor,emily_thomas@outlook.com,Harvard,Texas,FinTech,Day 2,Completed,74,rewarding fun average educational fun average average rewarding intense exciting,participant_312.jpg,2026-02-06
313,David Thomas,david_anderson@gmail.com,Harvard,New York,IoT,Day 3,Completed,54,rewarding innovative intense rewarding fun rewarding intense exciting intense rewarding,participant_313.jpg,2026-02-07
